ID;Geslacht;LeeftijdOp31December;Marges;Perioden;Levensverwachting_1;LVInAlsGoedErvarenGezondheid_2;LVZonderMatigeEnErnstigeBeperking_3;LVZonderErnstigeBeperkingen_4;LVZonderLichteMatigeErnstigeBep_5;LVZonderChronischeZiektes_6;LVZonderChrZiekExclHogeBloeddruk_7;LVZonderPsychischeKlachtenMHI5_8;LVZonderGALIBeperkingen_9;LVZonderErnstigeGALIBeperkingen_10
929;T001038;15000;MW00000;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
930;T001038;15000;MW00000;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
931;T001038;15000;MW00000;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
932;T001038;15000;MW00000;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
933;T001038;15000;MW00000;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
934;T001038;15000;MW00000;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
935;T001038;15000;MW00000;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
936;T001038;15000;MW00000;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
937;T001038;15000;MW00000;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
938;T001038;15000;MW00000;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
939;T001038;15000;MW00000;2018JJ00;   33.56;    21.4;    25.3;    28.1;    15.3;     9.2;    11.7;    29.4;    18.3;    30.1
940;T001038;15000;MW00000;2019JJ00;   33.85;    22.1;    25.6;    28.3;    15.6;     9.3;    11.6;    30.0;    17.9;    30.4
941;T001038;15000;MW00000;2020JJ00;   33.22;    23.1;    25.9;    28.3;    15.3;     8.8;    11.2;    29.4;    18.2;    30.2
942;T001038;15000;MW00000;2021JJ00;   33.16;    22.9;    26.2;    28.7;    15.0;     9.8;    12.1;    28.8;    18.0;    30.6
943;T001038;15000;B000150;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
944;T001038;15000;B000150;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
945;T001038;15000;B000150;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
946;T001038;15000;B000150;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
947;T001038;15000;B000150;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
948;T001038;15000;B000150;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
949;T001038;15000;B000150;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
950;T001038;15000;B000150;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
951;T001038;15000;B000150;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
952;T001038;15000;B000150;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
953;T001038;15000;B000150;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
954;T001038;15000;B000150;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
955;T001038;15000;B000150;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
956;T001038;15000;B000150;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
957;T001038;15000;B000150;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
958;T001038;15000;B000150;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
959;T001038;15000;B000150;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
960;T001038;15000;B000150;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
961;T001038;15000;B000150;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
962;T001038;15000;B000150;2000JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
963;T001038;15000;B000150;2001JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
964;T001038;15000;B000150;2002JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
965;T001038;15000;B000150;2003JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
966;T001038;15000;B000150;2004JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
967;T001038;15000;B000150;2005JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
968;T001038;15000;B000150;2006JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
969;T001038;15000;B000150;2007JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
970;T001038;15000;B000150;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
971;T001038;15000;B000150;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
972;T001038;15000;B000150;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
973;T001038;15000;B000150;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
974;T001038;15000;B000150;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
975;T001038;15000;B000150;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
976;T001038;15000;B000150;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
977;T001038;15000;B000150;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
978;T001038;15000;B000150;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
979;T001038;15000;B000150;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
980;T001038;15000;B000150;2018JJ00;       .;     0.3;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.3;     0.2
981;T001038;15000;B000150;2019JJ00;       .;     0.3;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.3;     0.2
982;T001038;15000;B000150;2020JJ00;       .;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.3;     0.2
983;T001038;15000;B000150;2021JJ00;       .;     0.3;     0.2;     0.2;     0.3;     0.2;     0.2;     0.2;     0.3;     0.2
984;T001038;15500;MW00000;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
985;T001038;15500;MW00000;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
986;T001038;15500;MW00000;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
987;T001038;15500;MW00000;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
988;T001038;15500;MW00000;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
989;T001038;15500;MW00000;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
990;T001038;15500;MW00000;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
991;T001038;15500;MW00000;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
992;T001038;15500;MW00000;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
993;T001038;15500;MW00000;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
994;T001038;15500;MW00000;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
995;T001038;15500;MW00000;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
996;T001038;15500;MW00000;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
997;T001038;15500;MW00000;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
998;T001038;15500;MW00000;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
999;T001038;15500;MW00000;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1000;T001038;15500;MW00000;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1001;T001038;15500;MW00000;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1002;T001038;15500;MW00000;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1003;T001038;15500;MW00000;2000JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1004;T001038;15500;MW00000;2001JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1005;T001038;15500;MW00000;2002JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1006;T001038;15500;MW00000;2003JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1007;T001038;15500;MW00000;2004JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1008;T001038;15500;MW00000;2005JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1009;T001038;15500;MW00000;2006JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1010;T001038;15500;MW00000;2007JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1011;T001038;15500;MW00000;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1012;T001038;15500;MW00000;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1013;T001038;15500;MW00000;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1014;T001038;15500;MW00000;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1015;T001038;15500;MW00000;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1016;T001038;15500;MW00000;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1017;T001038;15500;MW00000;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1018;T001038;15500;MW00000;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1019;T001038;15500;MW00000;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1020;T001038;15500;MW00000;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1021;T001038;15500;MW00000;2018JJ00;   28.94;    18.1;    21.3;    23.9;    12.5;     7.0;     9.3;    25.3;    15.2;    25.8
1022;T001038;15500;MW00000;2019JJ00;   29.22;    18.5;    21.3;    23.8;    12.6;     7.2;     9.3;    25.8;    14.7;    26.1
1023;T001038;15500;MW00000;2020JJ00;   28.61;    19.4;    21.8;    23.9;    12.4;     6.8;     8.7;    25.4;    14.9;    25.8
1024;T001038;15500;MW00000;2021JJ00;   28.56;    19.4;    22.2;    24.4;    12.5;     7.4;     9.5;    25.0;    15.0;    26.4
1025;T001038;15500;B000150;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1026;T001038;15500;B000150;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1027;T001038;15500;B000150;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1028;T001038;15500;B000150;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1029;T001038;15500;B000150;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1030;T001038;15500;B000150;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1031;T001038;15500;B000150;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1032;T001038;15500;B000150;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1033;T001038;15500;B000150;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1034;T001038;15500;B000150;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1035;T001038;15500;B000150;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1036;T001038;15500;B000150;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1037;T001038;15500;B000150;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1038;T001038;15500;B000150;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1039;T001038;15500;B000150;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1040;T001038;15500;B000150;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1041;T001038;15500;B000150;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1042;T001038;15500;B000150;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1043;T001038;15500;B000150;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1044;T001038;15500;B000150;2000JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1045;T001038;15500;B000150;2001JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1046;T001038;15500;B000150;2002JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1047;T001038;15500;B000150;2003JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1048;T001038;15500;B000150;2004JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1049;T001038;15500;B000150;2005JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1050;T001038;15500;B000150;2006JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1051;T001038;15500;B000150;2007JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1052;T001038;15500;B000150;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1053;T001038;15500;B000150;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1054;T001038;15500;B000150;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1055;T001038;15500;B000150;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1056;T001038;15500;B000150;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1057;T001038;15500;B000150;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1058;T001038;15500;B000150;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1059;T001038;15500;B000150;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1060;T001038;15500;B000150;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1061;T001038;15500;B000150;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1062;T001038;15500;B000150;2018JJ00;       .;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2
1063;T001038;15500;B000150;2019JJ00;       .;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2
1064;T001038;15500;B000150;2020JJ00;       .;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2
1065;T001038;15500;B000150;2021JJ00;       .;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.1
1066;T001038;16000;MW00000;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1067;T001038;16000;MW00000;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1068;T001038;16000;MW00000;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1069;T001038;16000;MW00000;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1070;T001038;16000;MW00000;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1071;T001038;16000;MW00000;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1072;T001038;16000;MW00000;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1073;T001038;16000;MW00000;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1074;T001038;16000;MW00000;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1075;T001038;16000;MW00000;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1076;T001038;16000;MW00000;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1077;T001038;16000;MW00000;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1078;T001038;16000;MW00000;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1079;T001038;16000;MW00000;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1080;T001038;16000;MW00000;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1081;T001038;16000;MW00000;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1082;T001038;16000;MW00000;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1083;T001038;16000;MW00000;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1084;T001038;16000;MW00000;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1085;T001038;16000;MW00000;2000JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1086;T001038;16000;MW00000;2001JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1087;T001038;16000;MW00000;2002JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1088;T001038;16000;MW00000;2003JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1089;T001038;16000;MW00000;2004JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1090;T001038;16000;MW00000;2005JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1091;T001038;16000;MW00000;2006JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1092;T001038;16000;MW00000;2007JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1093;T001038;16000;MW00000;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1094;T001038;16000;MW00000;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1095;T001038;16000;MW00000;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1096;T001038;16000;MW00000;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1097;T001038;16000;MW00000;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1098;T001038;16000;MW00000;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1099;T001038;16000;MW00000;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1100;T001038;16000;MW00000;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1101;T001038;16000;MW00000;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1102;T001038;16000;MW00000;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1103;T001038;16000;MW00000;2018JJ00;   24.51;    14.9;    17.6;    19.8;     9.7;     5.4;     7.4;    21.5;    12.4;    21.8
1104;T001038;16000;MW00000;2019JJ00;   24.76;    15.3;    17.4;    19.6;     9.8;     5.5;     7.2;    22.1;    12.0;    22.0
1105;T001038;16000;MW00000;2020JJ00;   24.12;    16.2;    17.9;    19.8;     9.8;     5.1;     6.8;    21.6;    12.1;    21.7
1106;T001038;16000;MW00000;2021JJ00;   24.12;    15.9;    18.3;    20.2;     9.8;     5.5;     7.3;    21.1;    12.1;    22.2
1107;T001038;16000;B000150;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1108;T001038;16000;B000150;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1109;T001038;16000;B000150;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1110;T001038;16000;B000150;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1111;T001038;16000;B000150;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1112;T001038;16000;B000150;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1113;T001038;16000;B000150;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1114;T001038;16000;B000150;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1115;T001038;16000;B000150;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1116;T001038;16000;B000150;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1117;T001038;16000;B000150;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1118;T001038;16000;B000150;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1119;T001038;16000;B000150;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1120;T001038;16000;B000150;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1121;T001038;16000;B000150;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1122;T001038;16000;B000150;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1123;T001038;16000;B000150;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1124;T001038;16000;B000150;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1125;T001038;16000;B000150;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1126;T001038;16000;B000150;2000JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1127;T001038;16000;B000150;2001JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1128;T001038;16000;B000150;2002JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1129;T001038;16000;B000150;2003JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1130;T001038;16000;B000150;2004JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1131;T001038;16000;B000150;2005JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1132;T001038;16000;B000150;2006JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1133;T001038;16000;B000150;2007JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1134;T001038;16000;B000150;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1135;T001038;16000;B000150;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1136;T001038;16000;B000150;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1137;T001038;16000;B000150;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1138;T001038;16000;B000150;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1139;T001038;16000;B000150;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1140;T001038;16000;B000150;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1141;T001038;16000;B000150;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1142;T001038;16000;B000150;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1143;T001038;16000;B000150;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1144;T001038;16000;B000150;2018JJ00;       .;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2
1145;T001038;16000;B000150;2019JJ00;       .;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2
1146;T001038;16000;B000150;2020JJ00;       .;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2
1147;T001038;16000;B000150;2021JJ00;       .;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.2;     0.1
1148;T001038;16500;MW00000;1981JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1149;T001038;16500;MW00000;1982JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1150;T001038;16500;MW00000;1983JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1151;T001038;16500;MW00000;1984JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1152;T001038;16500;MW00000;1985JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1153;T001038;16500;MW00000;1986JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1154;T001038;16500;MW00000;1987JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1155;T001038;16500;MW00000;1988JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1156;T001038;16500;MW00000;1989JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1157;T001038;16500;MW00000;1990JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1158;T001038;16500;MW00000;1991JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1159;T001038;16500;MW00000;1992JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1160;T001038;16500;MW00000;1993JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1161;T001038;16500;MW00000;1994JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1162;T001038;16500;MW00000;1995JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1163;T001038;16500;MW00000;1996JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1164;T001038;16500;MW00000;1997JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1165;T001038;16500;MW00000;1998JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1166;T001038;16500;MW00000;1999JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1167;T001038;16500;MW00000;2000JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1168;T001038;16500;MW00000;2001JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1169;T001038;16500;MW00000;2002JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1170;T001038;16500;MW00000;2003JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1171;T001038;16500;MW00000;2004JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1172;T001038;16500;MW00000;2005JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1173;T001038;16500;MW00000;2006JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1174;T001038;16500;MW00000;2007JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1175;T001038;16500;MW00000;2008JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1176;T001038;16500;MW00000;2009JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1177;T001038;16500;MW00000;2010JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1178;T001038;16500;MW00000;2011JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1179;T001038;16500;MW00000;2012JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1180;T001038;16500;MW00000;2013JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1181;T001038;16500;MW00000;2014JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1182;T001038;16500;MW00000;2015JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1183;T001038;16500;MW00000;2016JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1184;T001038;16500;MW00000;2017JJ00;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .
1185;T001038;16500;MW00000;2018JJ00;   20.29;    12.3;    14.1;    16.0;     7.5;     4.1;     5.6;    17.9;     9.9;    18.1
1186;T001038;16500;MW00000;2019JJ00;   20.52;    12.4;    13.7;    15.7;     7.4;     3.9;     5.4;    18.3;     9.6;    18.0
